,__typename,firstName,lastName,department,id,legacyId,numRatings,avgRating,avgDifficulty
156,Teacher,Katherine,Gibbs,Psychology,VGVhY2hlci0xNjY4Mzg=,166838,90,4,2.4
157,Teacher,Norman,Skonovd,Sociology,VGVhY2hlci0xNjY4NDE=,166841,31,2.6,2.6
158,Teacher,Ben,Yoo,Engineering,VGVhY2hlci0xNjY4OTc=,166897,6,3.3,2
159,Teacher,Norma,Lopez-Burton,Languages,VGVhY2hlci0xNjcwNzg=,167078,29,4.8,2.1
160,Teacher,Richard,Sexton,Economics,VGVhY2hlci0xNjc4OTM=,167893,11,4.5,3
161,Teacher,John,Vohs,Communication,VGVhY2hlci0xNjk0ODk=,169489,25,4.2,3.5
162,Teacher,Jarue,Manning,Science,VGVhY2hlci0xNjk5OTI=,169992,22,3.3,3.8
163,Teacher,John,Yoder,Biology,VGVhY2hlci0xNzAyOTM=,170293,19,4.8,1.6
164,Teacher,Dawn,Sumner,Geology,VGVhY2hlci0xNzAzMzA=,170330,14,4.2,2.1
165,Teacher,Niels,Jensen,Engineering,VGVhY2hlci0xNzAzNjU=,170365,63,3.3,4
166,Teacher,Rob,Chai,Engineering,VGVhY2hlci0xNzAzNjc=,170367,37,3.6,3.1
167,Teacher,James,Griesemer,Philosophy,VGVhY2hlci0xNzA5MTI=,170912,65,4.4,1.6
168,Teacher,David,Smith,Anthropology,VGVhY2hlci0xNzA5NTg=,170958,15,2.7,3.4
169,Teacher,Bishnupriya,Ghosh,English,VGVhY2hlci0xNzE4NzA=,171870,32,3.1,2.5
170,Teacher,Yvette,Flores-Ortiz,Ethnic Studies,VGVhY2hlci0xNzIwMDk=,172009,22,4.8,2.1
171,Teacher,Francisco,Alarcon,Languages,VGVhY2hlci0xNzIzMDM=,172303,44,2.5,2.5
172,Teacher,Steffen,Abel,Biology,VGVhY2hlci0xNzMzMzc=,173337,69,3.6,3.3
173,Teacher,Timothy,Ginn,Engineering,VGVhY2hlci0xNzQ4NTg=,174858,10,4.7,2.6
174,Teacher,Vladimir,Filkov,Computer Science,VGVhY2hlci0xNzU1Mjg=,175528,64,2.9,3.8
175,Teacher,Andrew,Frank,Music,VGVhY2hlci0xNzU4NzA=,175870,6,4.8,2.8
176,Teacher,Irwin,Segel,Biology,VGVhY2hlci0xNzYwODU=,176085,76,3,4
177,Teacher,Catherine,Kudlick,History,VGVhY2hlci0xNzYyMjk=,176229,35,3.5,3.5
178,Teacher,Joel,Johnson,Psychology,VGVhY2hlci0xNzY0ODQ=,176484,63,4.2,2.9
179,Teacher,Kathryn,Radke,Biology,VGVhY2hlci0xNzY1MjE=,176521,19,3.6,3.9
180,Teacher,Patrick,Farrell,Linguistics,VGVhY2hlci0xNzY5MTM=,176913,39,3.8,1.9
181,Teacher,Bernard,Levy,Engineering,VGVhY2hlci0xNzcxNjQ=,177164,19,2.7,3.5
182,Teacher,John,Owens,Engineering,VGVhY2hlci0xNzc4OTQ=,177894,22,4.4,2.5
183,Teacher,Chia-Ning,Chang,East Asian Studies,VGVhY2hlci0xODA2NDM=,180643,17,4,2.8
184,Teacher,Wayne,Thiebaud,Fine Arts,VGVhY2hlci0xODM0NDY=,183446,6,4.8,2
185,Teacher,Liz,Constable,French,VGVhY2hlci0xODcwNjI=,187062,45,3.2,2.8
186,Teacher,Rance,Lefebvre,Science,VGVhY2hlci0xODczMTQ=,187314,19,4.5,1.9
187,Teacher,Christine,Acham,Ethnic Studies,VGVhY2hlci0xODc2MzU=,187635,33,3.6,2.7
188,Teacher,G.R.,Redinbo,Engineering,VGVhY2hlci0xODc5MTc=,187917,17,1.7,4.7
189,Teacher,Albert,Fischer,Science,VGVhY2hlci0xODgwNzQ=,188074,4,4.4,2.3
190,Teacher,Karl,Levitt,Computer Science,VGVhY2hlci0xOTEyNDU=,191245,21,2.3,3.4
191,Teacher,Douglas,Adams,Agriculture,VGVhY2hlci0xOTI5NzU=,192975,35,4.4,2.8
192,Teacher,Ross,Bauer,Music,VGVhY2hlci0yMDIwMjc=,202027,15,2.8,3.1
193,Teacher,Chris,Reynolds,Music,VGVhY2hlci0yMDIwMzM=,202033,27,3.8,2.3
194,Teacher,Kathi,Conger,Human Development,VGVhY2hlci0yMDI0Mjk=,202429,19,4.2,2.2
195,Teacher,Fred,Wood,Chemistry,VGVhY2hlci0yMDk5MjA=,209920,7,4.9,2.1
196,Teacher,Debra,Long,Psychology,VGVhY2hlci0yMTE4ODM=,211883,71,3.6,3.9
197,Teacher,Jim,McClain,Science,VGVhY2hlci0yMTM3MzM=,213733,11,3.8,2.8
198,Teacher,Antonella,Bassi,Languages,VGVhY2hlci0yMTQxMTk=,214119,37,3.8,3.3
200,Teacher,Te,Goliber,Biology,VGVhY2hlci0yMTQ2NzU=,214675,6,3.6,3.2
201,Teacher,Charles,Gasser,Science,VGVhY2hlci0yMTQ4MTU=,214815,58,4.3,3
202,Teacher,John,Meeks,Biology,VGVhY2hlci0yMTUxNzk=,215179,14,2.6,4.1
203,Teacher,Charles,Berger,Communication,VGVhY2hlci0yMTUzMDQ=,215304,37,3.1,3.2
204,Teacher,David,Van Leer,English,VGVhY2hlci0yMTY2ODY=,216686,34,3.9,2.7
205,Teacher,Becky,Westerdahl,Biology,VGVhY2hlci0yMTY4NDM=,216843,33,3.7,2.1
206,Teacher,Rosemarie,Kraft,Human Development,VGVhY2hlci0yMTY4NTA=,216850,46,2.9,2.8
207,Teacher,Larry,Harper,Human Development,VGVhY2hlci0yMTY4NTI=,216852,71,2.6,4.1
208,Teacher,Kathy,Cunningham,English,VGVhY2hlci0yMTczNzg=,217378,15,3.8,3.7
209,Teacher,Joann,Cannon,Languages,VGVhY2hlci0yMTczODY=,217386,6,4.5,1.7
210,Teacher,Norma,Landau,History,VGVhY2hlci0yMTg3MDg=,218708,35,2.5,3.6
211,Teacher,Don,Abbott,English,VGVhY2hlci0yMTg4MDU=,218805,35,3.4,3.4
212,Teacher,Demet,Aksoy,Computer Science,VGVhY2hlci0yMTk1MjU=,219525,10,1.6,2.8
213,Teacher,Walter,Stone,Political Science,VGVhY2hlci0yMTk2MjM=,219623,36,3.7,3.4
214,Teacher,Jan,Dvorak,Biology,VGVhY2hlci0yMTk4MjE=,219821,61,3.2,3.1
215,Teacher,Debbie,Elliot-Fisk,Science,VGVhY2hlci0yMjA1OTk=,220599,22,4.8,1.4
216,Teacher,Abdolrahman,Azari,Statistics,VGVhY2hlci0yMjA2ODg=,220688,4,3.3,3.5
217,Teacher,Roger,Boulton,Engineering,VGVhY2hlci0yMjA3MTI=,220712,7,4.5,2.7
218,Teacher,Chris,Knittel,Economics,VGVhY2hlci0yMjA5Nzg=,220978,36,4.7,3.2
219,Teacher,Brynne,Gray,English,VGVhY2hlci0yMjI0OTk=,222499,14,4.2,2.1
220,Teacher,Andrew,Ishida,Science,VGVhY2hlci0yMjI5MjY=,222926,52,3.7,3.9
221,Teacher,Jerrold,Tannenbaum,Veterinary Sciences,VGVhY2hlci0yMjI5MzI=,222932,4,4.6,2.3
222,Teacher,Robert,Chester,History,VGVhY2hlci0yMjMwNjU=,223065,9,4.6,2.3
223,Teacher,Kamila,Larripa,Mathematics,VGVhY2hlci0yMjQxNjk=,224169,31,3.7,3.3
225,Teacher,Clifford,Bernd,Humanities,VGVhY2hlci0yMzExMjc=,231127,9,3.6,2.7
226,Teacher,Ben,Edwards,Biology,VGVhY2hlci0yMzE2OTE=,231691,57,3.2,3.2
227,Teacher,Lawrence,Chase,Communication,VGVhY2hlci0yMzE5MDY=,231906,21,4.1,2.4
228,Teacher,Kathi,Silva,Design,VGVhY2hlci0yMzY2OTk=,236699,6,3.1,1.2
229,Teacher,Diane,Ullman,Entomology,VGVhY2hlci0yMzczMzg=,237338,25,4.2,2.3
230,Teacher,Matthew,Traxler,Psychology,VGVhY2hlci0yMzc1NDc=,237547,79,3.1,3.3
231,Teacher,Juliana,Schiesari,Humanities,VGVhY2hlci0yMzg0ODc=,238487,19,3.8,1.9
232,Teacher,Michael,Motley,Communication,VGVhY2hlci0yNDI0ODg=,242488,31,3.1,3.2
233,Teacher,Sheldon,Lu,Literature,VGVhY2hlci0yNDU3Nzk=,245779,37,2.5,2.7
234,Teacher,Adela,De La Torre,Ethnic Studies,VGVhY2hlci0yNDYxNDU=,246145,22,2.9,2.9
235,Teacher,Dara,Gilbert,Chemistry,VGVhY2hlci0yNDYzNTA=,246350,89,2,3.7
236,Teacher,Andrew,Waterhouse,Agriculture,VGVhY2hlci0yNDY3MzM=,246733,30,3.4,3.7
238,Teacher,Daryl,Lee,Physical Ed,VGVhY2hlci0yNDczNTk=,247359,10,4.1,1
239,Teacher,Ellen,LeBlond-Schrader,Languages,VGVhY2hlci0yNDgxNTc=,248157,25,2.4,3.5
240,Teacher,Joanna,Groza,Engineering,VGVhY2hlci0yNDgzNzY=,248376,16,3.6,2.8
241,Teacher,Roger,McDonald,Science,VGVhY2hlci0yNDk0NTY=,249456,20,4.6,1.9
242,Teacher,Craig,Tracy,Mathematics,VGVhY2hlci0yNDk2MDU=,249605,68,2.6,4.6
243,Teacher,Wendy,Ho,Women's Studies,VGVhY2hlci0yNTA3OTA=,250790,79,2.8,3.2
244,Teacher,Andy,Jones,English,VGVhY2hlci0yNTA3OTE=,250791,47,4.4,3.1
245,Teacher,Carl,Jorgensen,Sociology,VGVhY2hlci0yNTA3OTM=,250793,25,2.1,3
246,Teacher,Beth,Levy,Music,VGVhY2hlci0yNTM1NTE=,253551,43,3.4,3
247,Teacher,Lenora,Timm,Languages,VGVhY2hlci0yNTM1Njk=,253569,24,4.4,1.8
248,Teacher,Vanita,Reddy,English,VGVhY2hlci0yNTM3NTU=,253755,12,3.9,3.5
249,Teacher,Boumediene,Hamzi,Mathematics,VGVhY2hlci0yNTQyODU=,254285,65,2.2,3.5
250,Teacher,Hildegarde,Heymann,Agriculture,VGVhY2hlci0yNTQ2NDU=,254645,82,3,3.8
251,Teacher,Larry,Williams,Agriculture,VGVhY2hlci0yNTQ2NDY=,254646,19,2.6,4.4
252,Teacher,Sheldon,Deckelbaum,Theater,VGVhY2hlci0yNTUwOTA=,255090,26,3.5,1.6
253,Teacher,Kella,Svetich,English,VGVhY2hlci0yNTYyNjI=,256262,14,4.4,2.9
254,Teacher,Dean,Karnopp,Engineering,VGVhY2hlci0yNTY0MjE=,256421,7,3.5,2.7
256,Teacher,Donald,Palmer,Business,VGVhY2hlci0yNjE4Nzk=,261879,9,3,2.6
257,Teacher,Kimberly,Elsbach,Business,VGVhY2hlci0yNjE4ODA=,261880,10,2.8,2.6
258,Teacher,Prasad,Naik,Business,VGVhY2hlci0yNjE4ODI=,261882,6,2.8,2.5
259,Teacher,Anand,Swaminathan,Business,VGVhY2hlci0yNjE4OTI=,261892,4,2.5,3
260,Teacher,Peter,Moyle,Science,VGVhY2hlci0yNjU1NTY=,265556,28,3.8,3.1
261,Teacher,Susan,Kaiser,Textiles & Clothing,VGVhY2hlci0yNjYxOTM=,266193,20,2.4,2.5
262,Teacher,James,Doyle,Biology,VGVhY2hlci0yNjc2MTY=,267616,9,3.7,3.2
263,Teacher,Geoffrey,Wandesforde-Smith,Political Science,VGVhY2hlci0yNjc2OTU=,267695,10,3.8,2.8
